RUC,RAZON_SOCIAL,REMYPE_DEPARTAMENTO,REMYPE_PROVINCIA,REMYPE_DISTRITO,DOMICILIO_FISCAL,APP_INFORMATICO_DEMANDAS,SIAF,ESTADO_DEUDA,TIPO_DOCUMENTO,DOC_DEVEN_O_SENTEN_JUDI,MONTO_DEUDA,DESC_NIVEL_GOBIERNO,DESC_SECTOR,DESC_PLIEGO,SEC_EJEC,DESC_EJECUTORA,OBSERVACION_GLOSA
20445714551,RAMSEY INVERSIONES E.I.R.L.,ANCASH,SANTA,NUEVO CHIMBOTE,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,01400-2016-0-2501-JR-CI-01,138456.64,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,1102,REGION ANCASH-SUBREGION PACIFICO,01400-2016-0-2501-JR-CI-01
20601371741,CONTRATISTAS GENERALES JC & H S.A.C.,APURIMAC,CHINCHEROS,ANCO_HUALLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,60,139000.00,GOBIERNO LOCAL,APURIMAC,MUNICIPALIDAD DISTRITAL DE ANCO HUALLO,300310,MUNICIPALIDAD DISTRITAL DE ANCO HUALLO,POR EL COMPROMISO ANUAL POR LA ADQUISICOND EJUEGOS
20606361930,CORPORACIÓN WIÑAY APURÍMAC S.A.C,APURIMAC,ABANCAY,ABANCAY,SIN INFORMACION,NO,SI,SIAF,FACTURA,52,139000.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,749,REGION APURIMAC-AGRICULTURA APURIMAC,OS-00000107: CONTRATACION DE SERVICIO DE SUMINISTRO E INSTALACION DE TECHO CON COBERTURA DE TEJA ANDINA Y CIELO RASO CON BALDOSA PARA LA OBRA CONSTRUCCION DE DE INFRAESTRUCTURA PARA LA COLETA Y CRIOPRESERVACION DE SEMEN BOVINO DEL PROYECTO MEJORAMIEN
20606707534,ZRINCON CONSTRUCCIONES E.I.R.L.,LIMA,LIMA,CARABAYLLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,41,139383.93,GOBIERNO LOCAL,PROVINCIA CONSTITUCIONAL DEL CALLAO,MUNICIPALIDAD PROVINCIAL DEL CALLAO,300677,MUNICIPALIDAD PROVINCIAL DEL CALLAO,contratacion de la ejecucion de obra con cui n° 2604395
20601263158,RIVER PLAZA CONTRATISTAS S.A.C.,HUANUCO,LEONCIO PRADO,RUPA-RUPA,SIN INFORMACION,NO,SI,SIAF,FACTURA,174,141153.61,GOBIERNO LOCAL,HUANUCO,MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO - RUPA RUPA,300927,MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO - RUPA RUPA,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD EN EL TRAMO LA CURVA  JULIO C TELLO  BUENOS AIRES  RIO TARAPOTO DEL DISTRITO DE CASTILLO GRANDE  PROVINCIA DE LEONCIO PRADO DEPARTAMENTO DE HUANUCO
20434834555,SERVICENTRO TRANSPORTES Y SERVICIOS ESPINAR S.A.C.-SERVITRANSER S.A.C.,AREQUIPA,AREQUIPA,CERRO COLORADO,SIN INFORMACION,SI,NO,SJ_CUENTA_X_PAGAR,EXPEDIENTE,04371-2018-0-0401-JR-CI-06,141165.38,GOBIERNO LOCAL,AREQUIPA,MUNICIPALIDAD DISTRITAL DE CAYMA,300333,MUNICIPALIDAD DISTRITAL DE CAYMA,04371-2018-0-0401-JR-CI-06
20602850359,CONSORCIO VILLALEVEAU S.R.L,LORETO,MAYNAS,IQUITOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,314,142569.40,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD PROVINCIAL DE LORETO - NAUTA,301445,MUNICIPALIDAD PROVINCIAL DE LORETO - NAUTA,"PAGO DE VALORIZACION N° 02, CORRESPONDIENTE AL MES DE SETIEMBRE 2023 DEL AVANCE DE OBRA: MEJORAMIENTO DEL SERVICIO DE EDUCACION SECUNDARIA EN 60598 DEL DISTRITO DE URARINAS DE LA PROVINCIA DE LORETO DEL DEPARTAMENTO DE LORETO CON CUI N° 2574104"
20533621768,HTC CONTRATISTAS S.R.L.,ANCASH,HUARAZ,INDEPENDENCIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,0042,142621.83,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD PROVINCIAL DE AIJA,300097,MUNICIPALIDAD PROVINCIAL DE AIJA,POR LA EJECUCION DE LA OBRA DE REHABILITACION DE LA INFRAESTRUCCTURA DEL DETPRO
20531049919,EMPRESA Y CONTRATISTAS CESAR CONSTRUCCION S.R.L,ANCASH,HUARI,SAN MARCOS,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,2012-070-CI [2012],143713.86,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,300163,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2012-070-CI [2012]
20303123335,J & D GRAFIC S.R.LTDA.,LIMA,LIMA,LINCE,SIN INFORMACION,SI,NO,SJ_CUENTA_X_PAGAR,EXPEDIENTE,00502-2010-0-3005-JP-CI-03,143989.09,GOBIERNO NACIONAL,INTERIOR,M. DEL INTERIOR,43,ESCUELA NACIONAL DE FORMACIÓN PROFESIONAL POLICIAL PNP,00502-2010-0-3005-JP-CI-03
20533621768,HTC CONTRATISTAS S.R.L.,ANCASH,HUARAZ,INDEPENDENCIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,0046,144121.64,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD PROVINCIAL DE AIJA,300097,MUNICIPALIDAD PROVINCIAL DE AIJA,por la ejecucion de la rehabilitacion de la infraestrucctura del cetpro 
20543924351,GRUPO JHS S.A.C.,LIMA,LIMA,LIMA CERCADO,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,00481-2022-0-1817-JR-CO-15,144189.41,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,PRESIDENCIA DEL CONSEJO DE MINISTROS,1677,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS - RCC,00481-2022-0-1817-JR-CO-15
20542273373,JEFYCES S.R.L.,LORETO,ALTO AMAZONAS,YURIMAGUAS,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),CONTRATO 026-2023,144505.76,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON,301436,MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON,POR EL COMPROMISO ANUAL POR EL CONTRATO N°026-2023
10416813073,RAMIREZ APARCANA LEONID WILLIAMS,ICA,CHINCHA,CHINCHA ALTA,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),007-2023-OGAF,144820.80,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE CHILCA,301315,MUNICIPALIDAD DISTRITAL DE CHILCA,"COMPROMISO POR EL CONTRATO N°007-2023-OGAF/MDCH - MEJORAMIENTO DEL SERVICIO DEPORTIVO RECREATIVO EN LAS LOSAS DEPORTIVAS DEL CENTRO POBLADO MENOR DE SALINAS, DISTRITO DE CHILCA-CAÑETE-LIMA"
20601790646,GRUPO ADRIS S.A.C.,SAN MARTIN,SAN MARTIN,TARAPOTO,SIN INFORMACION,NO,SI,SIAF,FACTURA,159,145091.00,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE LAGUNAS,301439,MUNICIPALIDAD DISTRITAL DE LAGUNAS,"POR EL PAGO DE LA VALORIZACION DE OBRA NRO 01 - FEBRERO DEL 2024, DE LA EJECUCION DE LA OBRA CON CUI NRO 2619961"
20486845725,PERU AMERICA CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA,LIMA,LIMA,LOS OLIVOS,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,00209-2014-0-1817-SP-CO-01,145337.32,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,REGION HUANCAVELICA-SEDE CENTRAL,799,REGION HUANCAVELICA-SEDE CENTRAL,00209-2014-0-1817-SP-CO-01
20600315065,CONSORCIO PERUANO RYM S.A.C. - CONPERYM S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,7,145435.77,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA,301131,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA,compromiso anual de la VALORIZACIÓN de obra 01 mejor del serv  de movilidad urbana en la avenida 01 en el tramo desde la av condorcanqui hasta calle los cipreses       CUI  2556069 
20426443822,SAN JERONIMO CONTRATISTAS GENERALES S.A.C.,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,SI,NO,SJ_CUENTA_X_PAGAR,EXPEDIENTE,00698-2009-0-1817-JR-CO-05 [2009],145439.10,GOBIERNO NACIONAL,EDUCACION,M. DE EDUCACION,56,USE 01 SAN JUAN DE MIRAFLORES,00698-2009-0-1817-JR-CO-05 [2009]
20454702884,GOMPLAST E.I.R.L.,AREQUIPA,AREQUIPA,AREQUIPA,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,00123-2021-0-2801-JR-CI-01,146005.31,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,1144,REGION MOQUEGUA - PROYECTO ESPECIAL PASTO GRANDE,00123-2021-0-2801-JR-CI-01
20571100313,EMPRESA CONSTRUCTORA Y CONSULTORA JARA S.R.L.,ANCASH,HUARAZ,INDEPENDENCIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,16,146095.68,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE PONTO,300160,MUNICIPALIDAD DISTRITAL DE PONTO,obra
20529614081,NUEVA JERUSALEN CONTRATISTAS GENERALES SAC,CAJAMARCA,CHOTA,CHOTA,SIN INFORMACION,NO,SI,SIAF,FACTURA,308,147669.86,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,776,REGION CAJAMARCA-CHOTA,"EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO Y CONSTRUCCION DEL CAMINO VECINAL - PUENTE QUEBRADA SALAS - CRUCE VALLE CALLACATE, DISTRITO DE CUTERVO - CUTERVO, DISTRITO DE COCHABAMBA - CHOTA - CAJAMARCA"""
20506003351,MEJESA S.R.L.,LIMA,LIMA,PUENTE PIEDRA,SIN INFORMACION,NO,SI,SIAF,FACTURA,445,149243.74,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD PROVINCIAL DE JAEN,300623,MUNICIPALIDAD PROVINCIAL DE JAEN,POR EL COMPROMISO DE LA EJECUCION DE LA OBRA MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD SEGUN CONTRATO 135
20228832678,MATERIALES Y REPRESENTACIONES MOSCOL EIR,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,NO,SI,SIAF,FACTURA,0000281,150000.00,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD PROVINCIAL DE SULLANA,301573,MUNICIPALIDAD PROVINCIAL DE SULLANA,ADQUISICION DE UNIFORMES E IMPLEMENTOS DE PROTECCION PARA EL PERSONAL OBRERO DE LA MPS
20450252418,GARCAM EIRL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SIN INFORMACION,NO,SI,SIAF,FACTURA,212,150708.90,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE PARINARI,301446,MUNICIPALIDAD DISTRITAL DE PARINARI,"VALORIZACION N° 01 CORRESPONDIENTE AL MES DE DICIEMBRE 2023, DEL PROYECTO CUI N° 2511097"
20450252418,GARCAM EIRL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SIN INFORMACION,NO,SI,SIAF,FACTURA,217,150708.90,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE PARINARI,301446,MUNICIPALIDAD DISTRITAL DE PARINARI,VALORIZACION N°002 CORRESPONDIENTE ALMES DE DICIEMBRE 2023 DE LA EJECUCUION DE OBRA MEJORMIENTO D E LA VIA ACCESO VECINAL DE LA COMUNIDAD DE ROCA FUERTE DISGTRITO DE PARINARI -LORETO-LORETO
20608872231,GRUPO ZINYUM INTERNACIONAL SOCIEDAD ANONIMA CERRADA,JUNIN,HUANCAYO,HUANCAN,SIN INFORMACION,NO,SI,SIAF,FACTURA,66,151381.43,GOBIERNO LOCAL,JUNIN,MUNICIPALIDAD DISTRITAL DE HUAY - HUAY,301110,MUNICIPALIDAD DISTRITAL DE HUAY - HUAY,COMPROMISO POR LA EJECUCION DE OBRA 
20558235455,GREMA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA-GREMA S.R.L.,AREQUIPA,AREQUIPA,AREQUIPA,SIN INFORMACION,NO,SI,SIAF,FACTURA,248,151519.49,GOBIERNO LOCAL,AREQUIPA,MUNICIPALIDAD DISTRITAL DE ATICO,300370,MUNICIPALIDAD DISTRITAL DE ATICO,contratacion servicio ejecucion obra mej transitabilidad vehicular y peatonal aahh playa hermosa
10405098666,LARIOS AGUIRRE JUAN MANUEL,LAMBAYEQUE,CHICLAYO,CHICLAYO,SIN INFORMACION,NO,SI,SIAF,FACTURA,66,151541.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,860,REGION LAMBAYEQUE-SALUD,OS-00001689: REQUERIMIENTO DE CONSULTORIA DE ELABORACION DE EXPEDIENTE TECNICO OFICIO N° 000218-2023-GR.LAMB
20529930756,IMPERIO COR INVERSIONES E.I.R.L,PIURA,TALARA,PARIÑAS,SIN INFORMACION,NO,SI,SIAF,FACTURA,000078,152172.46,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD DISTRITAL DE MANCORA,301586,MUNICIPALIDAD DISTRITAL DE MANCORA,"POR EL COMPROMISO POR EL CONCEPTO DE SALDO DE EJECUCION DE LA OBRA CREACION DE LOS SERVICISO DE MOVILIDAD URBANA EN LAS CALLES DE LOS INCAS , ZONA NORTE DEL DISTRITO DE MANCORA"
20291043870,UNIVERSAL TRADING DEL PERU S.A,LIMA,LIMA,MIRAFLORES,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,01166-2017-0-2402-JM-CI-01,152181.36,GOBIERNO NACIONAL,DEFENSA,M. DE DEFENSA,472,FUERZA AEREA DEL PERU,01166-2017-0-2402-JM-CI-01
20178105966,ECHENIQUE SANTIAGO Y ASOCIADOS S R L,LIMA,LIMA,SURQUILLO,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,03231-2017-0-1817-JR-CO-06,152243.26,GOBIERNO NACIONAL,INTERIOR,INTENDENCIA NACIONAL DE BOMBEROS DEL PERÚ - INBP,996,INTENDENCIA NACIONAL DE BOMBEROS DEL PERÚ - INBP,03231-2017-0-1817-JR-CO-06
20601586470,J & G INVERSIONES PERU S.A.C.,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000324,153000.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,REGION HUANUCO-SEDE CENTRAL,804,REGION HUANUCO-SEDE CENTRAL,A
20515066005,EFFIO Y ASOCIADOS S.A.C.,LIMA,LIMA,LA VICTORIA,SIN INFORMACION,SI,NO,SJ_CUENTA_X_PAGAR,EXPEDIENTE,006896-2016 [2015],153150.00,GOBIERNO NACIONAL,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,480,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,006896-2016 [2015]
20536907930,INVERSIONES Y CONTRATISTAS GRUPO 7 S.A.C.,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,NO,SI,SIAF,FACTURA,325,153544.17,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE ANCON,301251,MUNICIPALIDAD DISTRITAL DE ANCON,"COMPROMISO MENSUAL - CONTRATO N° 011-GAF-2023/MDA CONSTRUCCION DE LOSA DEPORTIVA; EN EL (LA) PLAZA CIVICA DE LA ASOCIACION LA VARIANTE DE ANCON, DISTRITO DE ANCON, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA - CUI 2554104"
10166987267,QUINONES TROYA LUIS RODOLFO,PIURA,PIURA,PIURA,SIN INFORMACION,NO,SI,SIAF,FACTURA,281,153900.00,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD PROVINCIAL DE SULLANA,301573,MUNICIPALIDAD PROVINCIAL DE SULLANA,CONTRATACIÓN SERVICIO DE CONSULTORIA PARA ELABORACION DE EXPEDIENTE TECNICO CREACION DEL SERVICIO DEL MERCADO MUNICIPAL DE ABASTOS SECTOR OESTE SULLANA 
20524977363,HENRY COLLANTES GROUP SOCIEDAD ANONIMA CERRADA - HECOGROUP S.A.C.,LIMA,LIMA,MIRAFLORES,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,02295-2016-0-1817-JR-CO-11,154537.98,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE SAN LUIS,301283,MUNICIPALIDAD DISTRITAL DE SAN LUIS,02295-2016-0-1817-JR-CO-11
20568631766,N Y MJ CONSULTORES Y EJECUTORES S.A.C.,JUNIN,YAULI,LA OROYA,SIN INFORMACION,NO,SI,SIAF,FACTURA,331,155760.41,GOBIERNO LOCAL,JUNIN,MUNICIPALIDAD DISTRITAL DE CHACAPALPA,301109,MUNICIPALIDAD DISTRITAL DE CHACAPALPA,"SERVICIO DE CONTRATACION PARA LA EJECUCION DE LA OBRA MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN EL GRASS SINTETICO DEL CENTRO POBLADO COLPA, DISTRITO DE CHACAPALPA DE LA PROVINCIA DE YAULI DEL DEPARTAMENTO DE JUNIN "
20506039895,TRACTO DIESEL ARANA SOCIEDAD ANONIMA CERRADA,LIMA,LIMA,JESUS MARIA,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,07245-2016-0-1817-JR-CO-16,156000.00,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,301285,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,07245-2016-0-1817-JR-CO-16
20606129042,"""RY MINKA CONTRATISTAS GENERALES S.A.C.""",AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,SIN INFORMACION,NO,SI,SIAF,FACTURA,29,156094.50,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD PROVINCIAL DE VICTOR FAJARDO - HUANCAPI,300529,MUNICIPALIDAD PROVINCIAL DE VICTOR FAJARDO - HUANCAPI,CONSULTORIA PARA LA FORMULACION DE PERFIL TECNICO
20525223745,J.J. GONZAGA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PIURA,PIURA,PIURA,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,02004-2017-0-1706-JR-CI-08,156166.95,GOBIERNO LOCAL,LAMBAYEQUE,MUNICIPALIDAD PROVINCIAL DE CHICLAYO,301212,MUNICIPALIDAD PROVINCIAL DE CHICLAYO,02004-2017-0-1706-JR-CI-08
20521111705,PUBLIKTMAS S.A.C.,LIMA,LIMA,PUENTE PIEDRA,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,02027-2013-0-0701-JP-CI-05,156372.22,GOBIERNO LOCAL,PROVINCIA CONSTITUCIONAL DEL CALLAO,MUNICIPALIDAD DISTRITAL DE BELLAVISTA,300678,MUNICIPALIDAD DISTRITAL DE BELLAVISTA,02027-2013-0-0701-JP-CI-05
20607131351,PLACODEP E.I.R.L,APURIMAC,ABANCAY,ABANCAY,SIN INFORMACION,NO,SI,SIAF,FACTURA,35,156595.56,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD DISTRITAL DE OYOLO,300513,MUNICIPALIDAD DISTRITAL DE OYOLO,COMPROMISO DEL ORDEN DE SERVICIO DE LA VALORIZACION N°002 CORRESPONDIENTE AL MES DE DICIEMBRE -2023 DE LA EJECUCION DE LA OBRA CREACION DEL SISTEMA DE RIEGO EN EL SECTOR DE PACCSACCOCHA DISTRITO DE OYOLO
20477374787,G3 CONSTRUCTORES Y CONTRATISTAS S.A.C.,LIMA,LIMA,EL AGUSTINO,SIN INFORMACION,NO,SI,SIAF,FACTURA,182,156817.16,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE SITABAMBA,301204,MUNICIPALIDAD DISTRITAL DE SITABAMBA,COMPROMISO ANUAL
20610062033,GARCIA S & F E.I.R.L.,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,SIN INFORMACION,NO,SI,SIAF,FACTURA,12,157100.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,795,REGION CUSCO-TRANSPORTES,OC-00000184: ADQUISICION DE BARRAS DE CONTRUCCION PARA OBRA
20604713740,CONSTRUCTORA E INVERSIONES L Y M EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,SIN INFORMACION,NO,SI,SIAF,FACTURA,37,157147.86,GOBIERNO LOCAL,HUANCAVELICA,MUNICIPALIDAD DISTRITAL DE SURCUBAMBA,300883,MUNICIPALIDAD DISTRITAL DE SURCUBAMBA,"CONTRATACIÓN DE EJECUCIÓN DE OBRA CREACION DEL SERVICIO DE PRACTICA DEPORTIVA MEDIANTE GRASS SINTETICO EN EL CENTRO POBLADO DE BELLAVISTA DEL DISTRITO DE SURCUBAMBA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA, CON CUI N 2567547"
20573814771,ASGESMUN F&J E.I.R.L.,JUNIN,JAUJA,JAUJA,SIN INFORMACION,NO,SI,SIAF,FACTURA,8,157965.86,GOBIERNO LOCAL,HUANCAVELICA,MUNICIPALIDAD DISTRITAL DE ACOSTAMBO,300869,MUNICIPALIDAD DISTRITAL DE ACOSTAMBO,"POR EL COMPROMISO DE EJECUCION DE OBRA, SEGUN CONTRATO SUSCRITO"
20482752901,MAQUINARIA CONSTRUCCION Y MINERIA MACOMI S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,230,159396.98,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE CHAO,301210,MUNICIPALIDAD DISTRITAL DE CHAO,"compromiso anual por CONTRATACION DEL SERVICIO DE EJECUCION DE OBRA: CREACION DEL COMPLEJO DEPORTIVO Y RECREATIVO EN LA LOCALIDAD DE CHAO, DISTRITO DE CHAO - VIRU - LA LIBERTAD, CUI N° 2287847"
20531717296,BRER MINERIA Y CONSTRUCCION S.A.C.,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000098,159584.58,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE SAMANCO,300230,MUNICIPALIDAD DISTRITAL DE SAMANCO,"ADQUISICION DE EQUIPOS DE BOMBEO, CONSTRUCCION DE CAMARA DE CONTROL Y POZO PERCOLADOR, REPARACION DE POZO PERCOLADOR, EN EL (LA) SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD LOS CHIMUS, DISTRITO DE SAMANCO-PROVINCIA DE SANTA DEPARTAMENTO ANCASH"
20528496084,CORPORACION CERON E HIJOS S.A.C.,LORETO,MAYNAS,NAPO,SIN INFORMACION,NO,SI,SIAF,FACTURA,1426,160392.00,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE NAPO,301428,MUNICIPALIDAD DISTRITAL DE NAPO,CONTRATO COMPLEMENTARIO CONTRATO N 002-2023-GM-MDN AS N 002-2023-CS-MDN DERIVADA DE LA SIE N 001-2023-CS-MDN DECLARADO DESIERTA CONT SUMINISTRO COMBUSTIBLE PARA LA OPERATIVIDAD DE la MUNICIPALIDAD DISTRITAL DE NAPO
20409275576,BANELIK PROYECTOS & SERVICIOS E.I.R.L.,TUMBES,ZARUMILLA,ZARUMILLA,SIN INFORMACION,NO,SI,SIAF,FACTURA,79,160514.68,GOBIERNO LOCAL,TUMBES,MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL,301843,MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL,por el compriso anual de la valorizacion n 01 de la ejcucion de la obra reparacion de linea de impulsion en el sistema de abastecimiento de agua potable cui 2604431
20528115897,CABALLERO CONTRATISTAS GENERALES E.I.R.L.,LORETO,DATEM DEL MARAÑON,MANSERICHE,SIN INFORMACION,NO,SI,SIAF,FACTURA,0001043,161666.67,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE CAPELO,301456,MUNICIPALIDAD DISTRITAL DE CAPELO,por el compromiso por la contartacion de ejecucion de obra mejoramiento y y ampliacion de la institucion educativa n 279 inmaculada concepcion con cui 2307621
20528115897,CABALLERO CONTRATISTAS GENERALES E.I.R.L.,LORETO,DATEM DEL MARAÑON,MANSERICHE,SIN INFORMACION,NO,SI,SIAF,FACTURA,1016,161666.67,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE CAPELO,301456,MUNICIPALIDAD DISTRITAL DE CAPELO,por el compromiso por la contartacion de ejecucion de obra mejoramiento y y ampliacion de la institucion educativa n 279 inmaculada concepcion con cui 2307621
20528115897,CABALLERO CONTRATISTAS GENERALES E.I.R.L.,LORETO,DATEM DEL MARAÑON,MANSERICHE,SIN INFORMACION,NO,SI,SIAF,FACTURA,1028,161666.67,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE CAPELO,301456,MUNICIPALIDAD DISTRITAL DE CAPELO,por el compromiso por la contartacion de ejecucion de obra mejoramiento y y ampliacion de la institucion educativa n 279 inmaculada concepcion con cui 2307621
20448294448,CORPORACION VIMAC EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PUNO,SAN ROMAN,JULIACA,SIN INFORMACION,NO,SI,SIAF,FACTURA,166,162500.00,GOBIERNO LOCAL,CUSCO,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,300732,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,Contrato-043-2023/DGA-MPCH/C: ADQUISICION DE LADRILLO K.K. 18 HUECOS 9x13x24 CM
20407917104,CORPORATION TEKNY & RAN EIRL,LIMA,HUAURA,HUALMAY,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,00490-2014-0-1308-JR-CI-02,163117.80,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE SANTA MARIA,301380,MUNICIPALIDAD DISTRITAL DE SANTA MARIA,00490-2014-0-1308-JR-CI-02
